2026-06-01 22:54:43 | INFO | mail_0001.txt -> incidents | срочное обращение или инцидент
2026-06-01 22:54:44 | INFO | mail_0030.txt -> access | запрос доступа
2026-06-01 22:54:44 | INFO | mail_0031.txt -> access | запрос доступа
2026-06-01 22:54:44 | INFO | mail_0032.txt -> access | запрос доступа
2026-06-01 22:54:44 | INFO | mail_0033.txt -> access | запрос доступа
2026-06-01 22:54:44 | INFO | mail_0034.txt -> access | запрос доступа
2026-06-01 22:54:44 | INFO | mail_0035.txt -> monitoring | авто-уведомление от системы
2026-06-01 22:54:44 | INFO | mail_0036.txt -> monitoring | авто-уведомление от системы
2026-06-01 22:54:44 | INFO | mail_0037.txt -> monitoring | авто-уведомление от системы
2026-06-01 22:54:44 | INFO | mail_0038.txt -> incidents | срочное обращение или инцидент
2026-06-01 22:54:44 | INFO | mail_0039.txt -> spam | похоже на спам или фишинг
2026-06-01 22:54:44 | INFO | mail_0040.txt -> access | запрос доступа
2026-06-01 22:54:44 | INFO | mail_0041.txt -> spam | похоже на спам или фишинг
2026-06-01 22:54:44 | INFO | mail_0042.txt -> incidents | срочное обращение или инцидент
2026-06-01 22:54:44 | INFO | mail_0043.txt -> access | запрос доступа
2026-06-01 22:54:44 | INFO | mail_0044.txt -> monitoring | авто-уведомление от системы
2026-06-01 22:54:44 | INFO | mail_0045.txt -> access | запрос доступа
2026-06-01 22:54:44 | INFO | mail_0046.txt -> monitoring | авто-уведомление от системы
2026-06-01 22:54:44 | INFO | mail_0047.txt -> incidents | срочное обращение или инцидент
2026-06-01 22:54:44 | INFO | mail_0048.txt -> access | запрос доступа
2026-06-01 22:54:44 | INFO | mail_0049.txt -> incidents | срочное обращение или инцидент
2026-06-01 22:54:44 | INFO | mail_0050.txt -> monitoring | авто-уведомление от системы
2026-06-01 22:54:44 | INFO | mail_0051.txt -> incidents | срочное обращение или инцидент
2026-06-01 22:54:44 | INFO | mail_0052.txt -> incidents | срочное обращение или инцидент
2026-06-01 22:54:44 | INFO | mail_0053.txt -> monitoring | авто-уведомление от системы
2026-06-01 22:54:44 | INFO | mail_0054.txt -> access | запрос доступа
2026-06-01 22:54:44 | INFO | mail_0055.txt -> incidents | срочное обращение или инцидент
2026-06-01 22:54:44 | INFO | mail_0056.txt -> access | запрос доступа
2026-06-01 22:54:44 | INFO | mail_0057.txt -> access | запрос доступа
2026-06-01 22:54:44 | INFO | mail_0058.txt -> incidents | срочное обращение или инцидент
2026-06-01 22:54:44 | INFO | mail_0059.txt -> access | запрос доступа
2026-06-01 22:54:44 | INFO | mail_0060.txt -> access | запрос доступа
2026-06-01 22:54:44 | INFO | mail_0061.txt -> access | запрос доступа
2026-06-01 22:54:44 | INFO | mail_0062.txt -> access | запрос доступа
2026-06-01 22:54:44 | INFO | mail_0063.txt -> incidents | срочное обращение или инцидент
2026-06-01 22:54:44 | INFO | mail_0064.txt -> monitoring | авто-уведомление от системы
2026-06-01 22:54:44 | INFO | mail_0065.txt -> incidents | срочное обращение или инцидент
2026-06-01 22:54:44 | INFO | mail_0066.txt -> access | запрос доступа
2026-06-01 22:54:44 | INFO | mail_0067.txt -> incidents | срочное обращение или инцидент
2026-06-01 22:54:44 | INFO | mail_0068.txt -> incidents | срочное обращение или инцидент
2026-06-01 22:54:44 | INFO | mail_0069.txt -> access | запрос доступа
2026-06-01 22:54:44 | INFO | mail_0070.txt -> incidents | срочное обращение или инцидент
2026-06-01 22:54:44 | INFO | mail_0071.txt -> spam | похоже на спам или фишинг
2026-06-01 22:54:44 | INFO | mail_0072.txt -> access | запрос доступа
2026-06-01 22:54:44 | INFO | mail_0073.txt -> incidents | срочное обращение или инцидент
2026-06-01 22:54:44 | INFO | mail_0074.txt -> incidents | срочное обращение или инцидент
2026-06-01 22:54:44 | INFO | mail_0075.txt -> access | запрос доступа
2026-06-01 22:54:44 | INFO | mail_0076.txt -> incidents | срочное обращение или инцидент
2026-06-01 22:54:44 | INFO | mail_0077.txt -> incidents | срочное обращение или инцидент
2026-06-01 22:54:44 | INFO | mail_0078.txt -> incidents | срочное обращение или инцидент
2026-06-01 22:54:44 | INFO | mail_0079.txt -> access | запрос доступа
2026-06-01 22:54:44 | INFO | mail_0080.txt -> access | запрос доступа
2026-06-01 22:54:44 | INFO | mail_0081.txt -> access | запрос доступа
2026-06-01 22:54:44 | INFO | mail_0082.txt -> incidents | срочное обращение или инцидент
2026-06-01 22:54:44 | INFO | mail_0083.txt -> incidents | срочное обращение или инцидент
2026-06-01 22:54:44 | INFO | mail_0084.txt -> incidents | срочное обращение или инцидент
2026-06-01 22:54:44 | INFO | mail_0085.txt -> access | запрос доступа
2026-06-01 22:54:44 | INFO | mail_0086.txt -> access | запрос доступа
2026-06-01 22:54:44 | INFO | mail_0087.txt -> access | запрос доступа
2026-06-01 22:54:44 | INFO | mail_0088.txt -> incidents | срочное обращение или инцидент
2026-06-01 22:54:44 | INFO | mail_0089.txt -> access | запрос доступа
2026-06-01 22:54:44 | INFO | mail_0090.txt -> monitoring | авто-уведомление от системы
2026-06-01 22:54:44 | INFO | mail_0091.txt -> incidents | срочное обращение или инцидент
2026-06-01 22:54:44 | INFO | mail_0092.txt -> access | запрос доступа
2026-06-01 22:54:44 | INFO | mail_0093.txt -> spam | похоже на спам или фишинг
2026-06-01 22:54:44 | INFO | mail_0094.txt -> monitoring | авто-уведомление от системы
2026-06-01 22:54:44 | INFO | mail_0095.txt -> incidents | срочное обращение или инцидент
2026-06-01 22:54:44 | INFO | mail_0096.txt -> monitoring | авто-уведомление от системы
2026-06-01 22:54:44 | INFO | mail_0097.txt -> incidents | срочное обращение или инцидент
2026-06-01 22:54:44 | INFO | mail_0098.txt -> incidents | срочное обращение или инцидент
2026-06-01 22:54:44 | INFO | mail_0099.txt -> access | запрос доступа
2026-06-01 22:54:44 | INFO | mail_0100.txt -> incidents | срочное обращение или инцидент
2026-06-01 22:54:44 | INFO | mail_0101.txt -> incidents | срочное обращение или инцидент
2026-06-01 22:54:44 | INFO | mail_0102.txt -> monitoring | авто-уведомление от системы
2026-06-01 22:54:44 | ERROR | mail_0103.txt -> failed | файл пустой
2026-06-01 22:54:44 | ERROR | mail_0104.bin -> failed | бинарный формат .bin
2026-06-01 22:54:44 | ERROR | mail_0105.json -> failed | битый json: Expecting value: line 1 column 75 (char 74)
2026-06-01 22:54:44 | INFO | mail_0106 -> monitoring | авто-уведомление от системы
2026-06-01 22:54:44 | INFO | mail_0107.txt -> access | запрос доступа
2026-06-01 22:54:44 | INFO | mail_0108.txt -> access | запрос доступа
2026-06-01 22:54:44 | ERROR | mail_0109.jpeg -> failed | бинарный формат .jpeg
2026-06-02 00:00:57 | INFO | mail_0001.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:57 | INFO | mail_0002.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:57 | INFO | mail_0003.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:57 | INFO | mail_0004.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:57 | INFO | mail_0005.txt -> access | запрос доступа
2026-06-02 00:00:57 | INFO | mail_0006.txt -> access | запрос доступа
2026-06-02 00:00:57 | INFO | mail_0007.txt -> monitoring | авто-уведомление от системы
2026-06-02 00:00:57 | INFO | mail_0008.txt -> monitoring | авто-уведомление от системы
2026-06-02 00:00:57 | INFO | mail_0009.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:57 | INFO | mail_0010.txt -> access | запрос доступа
2026-06-02 00:00:57 | INFO | mail_0011.txt -> access | запрос доступа
2026-06-02 00:00:57 | INFO | mail_0012.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:57 | INFO | mail_0013.txt -> access | запрос доступа
2026-06-02 00:00:57 | INFO | mail_0014.txt -> access | запрос доступа
2026-06-02 00:00:57 | INFO | mail_0015.txt -> access | запрос доступа
2026-06-02 00:00:57 | INFO | mail_0016.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:57 | INFO | mail_0017.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:57 | INFO | mail_0018.txt -> access | запрос доступа
2026-06-02 00:00:57 | INFO | mail_0019.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:57 | INFO | mail_0020.txt -> monitoring | авто-уведомление от системы
2026-06-02 00:00:57 | INFO | mail_0021.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:57 | INFO | mail_0022.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:57 | INFO | mail_0023.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:57 | INFO | mail_0024.txt -> access | запрос доступа
2026-06-02 00:00:57 | INFO | mail_0025.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:57 | INFO | mail_0026.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:57 | INFO | mail_0027.txt -> access | запрос доступа
2026-06-02 00:00:57 | INFO | mail_0028.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:57 | INFO | mail_0029.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:57 | INFO | mail_0030.txt -> access | запрос доступа
2026-06-02 00:00:57 | INFO | mail_0031.txt -> access | запрос доступа
2026-06-02 00:00:57 | INFO | mail_0032.txt -> access | запрос доступа
2026-06-02 00:00:57 | INFO | mail_0033.txt -> access | запрос доступа
2026-06-02 00:00:57 | INFO | mail_0034.txt -> access | запрос доступа
2026-06-02 00:00:57 | INFO | mail_0035.txt -> monitoring | авто-уведомление от системы
2026-06-02 00:00:57 | INFO | mail_0036.txt -> monitoring | авто-уведомление от системы
2026-06-02 00:00:57 | INFO | mail_0037.txt -> monitoring | авто-уведомление от системы
2026-06-02 00:00:57 | INFO | mail_0038.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:57 | INFO | mail_0039.txt -> spam | похоже на спам или фишинг
2026-06-02 00:00:57 | INFO | mail_0040.txt -> access | запрос доступа
2026-06-02 00:00:57 | INFO | mail_0041.txt -> spam | похоже на спам или фишинг
2026-06-02 00:00:57 | INFO | mail_0042.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:57 | INFO | mail_0043.txt -> access | запрос доступа
2026-06-02 00:00:57 | INFO | mail_0044.txt -> monitoring | авто-уведомление от системы
2026-06-02 00:00:57 | INFO | mail_0045.txt -> access | запрос доступа
2026-06-02 00:00:57 | INFO | mail_0046.txt -> monitoring | авто-уведомление от системы
2026-06-02 00:00:57 | INFO | mail_0047.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:57 | INFO | mail_0048.txt -> access | запрос доступа
2026-06-02 00:00:57 | INFO | mail_0049.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:57 | INFO | mail_0050.txt -> monitoring | авто-уведомление от системы
2026-06-02 00:00:57 | INFO | mail_0051.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:57 | INFO | mail_0052.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:57 | INFO | mail_0053.txt -> monitoring | авто-уведомление от системы
2026-06-02 00:00:57 | INFO | mail_0054.txt -> access | запрос доступа
2026-06-02 00:00:57 | INFO | mail_0055.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:57 | INFO | mail_0056.txt -> access | запрос доступа
2026-06-02 00:00:57 | INFO | mail_0057.txt -> access | запрос доступа
2026-06-02 00:00:57 | INFO | mail_0058.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:57 | INFO | mail_0059.txt -> access | запрос доступа
2026-06-02 00:00:57 | INFO | mail_0060.txt -> access | запрос доступа
2026-06-02 00:00:57 | INFO | mail_0061.txt -> access | запрос доступа
2026-06-02 00:00:57 | INFO | mail_0062.txt -> access | запрос доступа
2026-06-02 00:00:57 | INFO | mail_0063.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:57 | INFO | mail_0064.txt -> monitoring | авто-уведомление от системы
2026-06-02 00:00:57 | INFO | mail_0065.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:57 | INFO | mail_0066.txt -> access | запрос доступа
2026-06-02 00:00:57 | INFO | mail_0067.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:57 | INFO | mail_0068.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:57 | INFO | mail_0069.txt -> access | запрос доступа
2026-06-02 00:00:57 | INFO | mail_0070.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:57 | INFO | mail_0071.txt -> spam | похоже на спам или фишинг
2026-06-02 00:00:57 | INFO | mail_0072.txt -> access | запрос доступа
2026-06-02 00:00:57 | INFO | mail_0073.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:57 | INFO | mail_0074.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:57 | INFO | mail_0075.txt -> access | запрос доступа
2026-06-02 00:00:57 | INFO | mail_0076.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:57 | INFO | mail_0077.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:57 | INFO | mail_0078.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:57 | INFO | mail_0079.txt -> access | запрос доступа
2026-06-02 00:00:57 | INFO | mail_0080.txt -> access | запрос доступа
2026-06-02 00:00:57 | INFO | mail_0081.txt -> access | запрос доступа
2026-06-02 00:00:57 | INFO | mail_0082.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:58 | INFO | mail_0083.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:58 | INFO | mail_0084.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:58 | INFO | mail_0085.txt -> access | запрос доступа
2026-06-02 00:00:58 | INFO | mail_0086.txt -> access | запрос доступа
2026-06-02 00:00:58 | INFO | mail_0087.txt -> access | запрос доступа
2026-06-02 00:00:58 | INFO | mail_0088.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:58 | INFO | mail_0089.txt -> access | запрос доступа
2026-06-02 00:00:58 | INFO | mail_0090.txt -> monitoring | авто-уведомление от системы
2026-06-02 00:00:58 | INFO | mail_0091.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:58 | INFO | mail_0092.txt -> access | запрос доступа
2026-06-02 00:00:58 | INFO | mail_0093.txt -> spam | похоже на спам или фишинг
2026-06-02 00:00:58 | INFO | mail_0094.txt -> monitoring | авто-уведомление от системы
2026-06-02 00:00:58 | INFO | mail_0095.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:58 | INFO | mail_0096.txt -> monitoring | авто-уведомление от системы
2026-06-02 00:00:58 | INFO | mail_0097.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:58 | INFO | mail_0098.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:58 | INFO | mail_0099.txt -> access | запрос доступа
2026-06-02 00:00:58 | INFO | mail_0100.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:58 | INFO | mail_0101.txt -> incidents | срочное обращение или инцидент
2026-06-02 00:00:58 | INFO | mail_0102.txt -> monitoring | авто-уведомление от системы
2026-06-02 00:00:58 | ERROR | mail_0103.txt -> failed | файл пустой
2026-06-02 00:00:58 | ERROR | mail_0104.bin -> failed | бинарный формат .bin
2026-06-02 00:00:58 | ERROR | mail_0105.json -> failed | битый json: Expecting value: line 1 column 75 (char 74)
2026-06-02 00:00:58 | INFO | mail_0106 -> monitoring | авто-уведомление от системы
2026-06-02 00:00:58 | INFO | mail_0107.txt -> access | запрос доступа
2026-06-02 00:00:58 | INFO | mail_0108.txt -> access | запрос доступа
2026-06-02 00:00:58 | ERROR | mail_0109.jpeg -> failed | бинарный формат .jpeg
2026-06-02 01:10:32 | INFO | mail_0001.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0002.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0003.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0004.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0005.txt -> documentation | документация
2026-06-02 01:10:32 | INFO | mail_0006.txt -> finance | счета и уведомления об оплате
2026-06-02 01:10:32 | INFO | mail_0007.txt -> monitoring | авто-уведомление от системы
2026-06-02 01:10:32 | INFO | mail_0008.txt -> monitoring | авто-уведомление от системы
2026-06-02 01:10:32 | INFO | mail_0009.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0010.txt -> documentation | документация
2026-06-02 01:10:32 | INFO | mail_0011.txt -> access | запрос доступа
2026-06-02 01:10:32 | INFO | mail_0012.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0013.txt -> finance | счета и уведомления об оплате
2026-06-02 01:10:32 | INFO | mail_0014.txt -> general | обычное обращение
2026-06-02 01:10:32 | INFO | mail_0015.txt -> general | обычное обращение
2026-06-02 01:10:32 | INFO | mail_0016.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0017.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0018.txt -> unclassified | ничего не подошло
2026-06-02 01:10:32 | INFO | mail_0019.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0020.txt -> monitoring | авто-уведомление от системы
2026-06-02 01:10:32 | INFO | mail_0021.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0022.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0023.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0024.txt -> access | запрос доступа
2026-06-02 01:10:32 | INFO | mail_0025.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0026.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0027.txt -> software | установка или обновление ПО
2026-06-02 01:10:32 | INFO | mail_0028.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0029.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0030.txt -> access | запрос доступа
2026-06-02 01:10:32 | INFO | mail_0031.txt -> documentation | документация
2026-06-02 01:10:32 | INFO | mail_0032.txt -> finance | счета и уведомления об оплате
2026-06-02 01:10:32 | INFO | mail_0033.txt -> unclassified | ничего не подошло
2026-06-02 01:10:32 | INFO | mail_0034.txt -> finance | счета и уведомления об оплате
2026-06-02 01:10:32 | INFO | mail_0035.txt -> monitoring | авто-уведомление от системы
2026-06-02 01:10:32 | INFO | mail_0036.txt -> monitoring | авто-уведомление от системы
2026-06-02 01:10:32 | INFO | mail_0037.txt -> monitoring | авто-уведомление от системы
2026-06-02 01:10:32 | INFO | mail_0038.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0039.txt -> spam | похоже на спам или фишинг
2026-06-02 01:10:32 | INFO | mail_0040.txt -> meetings | встречи или созвоны
2026-06-02 01:10:32 | INFO | mail_0041.txt -> spam | похоже на спам или фишинг
2026-06-02 01:10:32 | INFO | mail_0042.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0043.txt -> unclassified | ничего не подошло
2026-06-02 01:10:32 | INFO | mail_0044.txt -> monitoring | авто-уведомление от системы
2026-06-02 01:10:32 | INFO | mail_0045.txt -> software | установка или обновление ПО
2026-06-02 01:10:32 | INFO | mail_0046.txt -> monitoring | авто-уведомление от системы
2026-06-02 01:10:32 | INFO | mail_0047.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0048.txt -> software | установка или обновление ПО
2026-06-02 01:10:32 | INFO | mail_0049.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0050.txt -> monitoring | авто-уведомление от системы
2026-06-02 01:10:32 | INFO | mail_0051.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0052.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0053.txt -> monitoring | авто-уведомление от системы
2026-06-02 01:10:32 | INFO | mail_0054.txt -> finance | счета и уведомления об оплате
2026-06-02 01:10:32 | INFO | mail_0055.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0056.txt -> finance | счета и уведомления об оплате
2026-06-02 01:10:32 | INFO | mail_0057.txt -> access | запрос доступа
2026-06-02 01:10:32 | INFO | mail_0058.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0059.txt -> meetings | встречи или созвоны
2026-06-02 01:10:32 | INFO | mail_0060.txt -> documentation | документация
2026-06-02 01:10:32 | INFO | mail_0061.txt -> access | запрос доступа
2026-06-02 01:10:32 | INFO | mail_0062.txt -> access | запрос доступа
2026-06-02 01:10:32 | INFO | mail_0063.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0064.txt -> monitoring | авто-уведомление от системы
2026-06-02 01:10:32 | INFO | mail_0065.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0066.txt -> access | запрос доступа
2026-06-02 01:10:32 | INFO | mail_0067.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0068.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0069.txt -> unclassified | ничего не подошло
2026-06-02 01:10:32 | INFO | mail_0070.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0071.txt -> spam | похоже на спам или фишинг
2026-06-02 01:10:32 | INFO | mail_0072.txt -> access | запрос доступа
2026-06-02 01:10:32 | INFO | mail_0073.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0074.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0075.txt -> access | запрос доступа
2026-06-02 01:10:32 | INFO | mail_0076.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0077.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0078.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0079.txt -> access | запрос доступа
2026-06-02 01:10:32 | INFO | mail_0080.txt -> unclassified | ничего не подошло
2026-06-02 01:10:32 | INFO | mail_0081.txt -> access | запрос доступа
2026-06-02 01:10:32 | INFO | mail_0082.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0083.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0084.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0085.txt -> access | запрос доступа
2026-06-02 01:10:32 | INFO | mail_0086.txt -> access | запрос доступа
2026-06-02 01:10:32 | INFO | mail_0087.txt -> access | запрос доступа
2026-06-02 01:10:32 | INFO | mail_0088.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:32 | INFO | mail_0089.txt -> general | обычное обращение
2026-06-02 01:10:33 | INFO | mail_0090.txt -> monitoring | авто-уведомление от системы
2026-06-02 01:10:33 | INFO | mail_0091.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:33 | INFO | mail_0092.txt -> documentation | документация
2026-06-02 01:10:33 | INFO | mail_0093.txt -> spam | похоже на спам или фишинг
2026-06-02 01:10:33 | INFO | mail_0094.txt -> monitoring | авто-уведомление от системы
2026-06-02 01:10:33 | INFO | mail_0095.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:33 | INFO | mail_0096.txt -> monitoring | авто-уведомление от системы
2026-06-02 01:10:33 | INFO | mail_0097.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:33 | INFO | mail_0098.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:33 | INFO | mail_0099.txt -> access | запрос доступа
2026-06-02 01:10:33 | INFO | mail_0100.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:33 | INFO | mail_0101.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:10:33 | INFO | mail_0102.txt -> monitoring | авто-уведомление от системы
2026-06-02 01:10:33 | ERROR | mail_0103.txt -> failed | файл пустой
2026-06-02 01:10:33 | ERROR | mail_0104.bin -> failed | бинарный формат .bin
2026-06-02 01:10:33 | ERROR | mail_0105.json -> failed | битый json: Expecting value: line 1 column 75 (char 74)
2026-06-02 01:10:33 | INFO | mail_0106 -> monitoring | авто-уведомление от системы
2026-06-02 01:10:33 | INFO | mail_0107.txt -> unclassified | ничего не подошло
2026-06-02 01:10:33 | INFO | mail_0108.txt -> unclassified | ничего не подошло
2026-06-02 01:10:33 | ERROR | mail_0109.jpeg -> failed | бинарный формат .jpeg
2026-06-02 01:18:27 | INFO | mail_0001.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:18:27 | INFO | mail_0002.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:18:27 | INFO | mail_0003.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:18:27 | INFO | mail_0004.txt -> incidents | срочное обращение или инцидент
2026-06-02 01:18:27 | INFO | mail_0005.txt -> documentation | документация
2026-06-02 01:18:27 | INFO | mail_0006.txt -> finance | счета и уведомления об оплате
2026-06-02 01:18:27 | INFO | mail_0007.txt -> monitoring | авто-уведомление от системы
2026-06-02 01:18:27 | INFO | mail_0008.txt -> monitoring | авто-уведомление от системы
